site_location_name,site_unique,visit_start_date,transect,point_number,substrate,standardised_name,dead,family,growth_form,height,genus,specific_epithet,rank,hits_unique,photo_start,photo-end
NSABHC0011,NSABHC0011-24022,2024-03-22T10:17:52,S2-N2,73,Litter,Sclerolaena divaricata,TRUE,Chenopodiaceae,Chenopod,0.35,Sclerolaena,divaricata,Species,S2-N2 73,,
NSABHC0011,NSABHC0011-24022,2024-03-22T10:17:52,S2-N2,74,Litter,Astrebla lappacea,TRUE,Poaceae,Grass,0.27,Astrebla,lappacea,Species,S2-N2 74,,
NSABHC0011,NSABHC0011-24022,2024-03-22T10:17:52,S2-N2,75,Rock,Sclerolaena divaricata,FALSE,Chenopodiaceae,Chenopod,0.2,Sclerolaena,divaricata,Species,S2-N2 75,,
NSABHC0011,NSABHC0011-24022,2024-03-22T10:17:52,S2-N2,76,Rock,NA,,,,,NA,NA,NA,S2-N2 76,,
NSABHC0011,NSABHC0011-24022,2024-03-22T10:17:52,S2-N2,77,Rock,NA,,,,,NA,NA,NA,S2-N2 77,,
NSABHC0011,NSABHC0011-24022,2024-03-22T10:17:52,S2-N2,78,Rock,NA,,,,,NA,NA,NA,S2-N2 78,,
NSABHC0011,NSABHC0011-24022,2024-03-22T10:17:52,S2-N2,79,Rock,NA,,,,,NA,NA,NA,S2-N2 79,,
NSABHC0011,NSABHC0011-24022,2024-03-22T10:17:52,S2-N2,80,Rock,NA,,,,,NA,NA,NA,S2-N2 80,,
NSABHC0011,NSABHC0011-24022,2024-03-22T10:17:52,S2-N2,81,Rock,NA,,,,,NA,NA,NA,S2-N2 81,,
NSABHC0011,NSABHC0011-24022,2024-03-22T10:17:52,S2-N2,82,Rock,NA,,,,,NA,NA,NA,S2-N2 82,,
NSABHC0011,NSABHC0011-24022,2024-03-22T10:17:52,S2-N2,83,Rock,NA,,,,,NA,NA,NA,S2-N2 83,,
NSABHC0011,NSABHC0011-24022,2024-03-22T10:17:52,S2-N2,84,Rock,NA,,,,,NA,NA,NA,S2-N2 84,,
NSABHC0011,NSABHC0011-24022,2024-03-22T10:17:52,S2-N2,85,Rock,NA,,,,,NA,NA,NA,S2-N2 85,,
NSABHC0011,NSABHC0011-24022,2024-03-22T10:17:52,S2-N2,86,Bare,NA,,,,,NA,NA,NA,S2-N2 86,,
NSABHC0011,NSABHC0011-24022,2024-03-22T10:17:52,S2-N2,87,Litter,Sclerolaena eriacantha,FALSE,Chenopodiaceae,Chenopod,0.04,Sclerolaena,eriacantha,Species,S2-N2 87,,
NSABHC0011,NSABHC0011-24022,2024-03-22T10:17:52,S2-N2,88,Litter,NA,,,,,NA,NA,NA,S2-N2 88,,
NSABHC0011,NSABHC0011-24022,2024-03-22T10:17:52,S2-N2,89,Rock,NA,,,,,NA,NA,NA,S2-N2 89,,
NSABHC0011,NSABHC0011-24022,2024-03-22T10:17:52,S2-N2,90,Rock,NA,,,,,NA,NA,NA,S2-N2 90,,
NSABHC0011,NSABHC0011-24022,2024-03-22T10:17:52,S2-N2,91,Rock,NA,,,,,NA,NA,NA,S2-N2 91,,
NSABHC0011,NSABHC0011-24022,2024-03-22T10:17:52,S2-N2,92,Rock,NA,,,,,NA,NA,NA,S2-N2 92,,
NSABHC0011,NSABHC0011-24022,2024-03-22T10:17:52,S2-N2,93,Rock,NA,,,,,NA,NA,NA,S2-N2 93,,
NSABHC0011,NSABHC0011-24022,2024-03-22T10:17:52,S2-N2,94,Bare,NA,,,,,NA,NA,NA,S2-N2 94,,
NSABHC0011,NSABHC0011-24022,2024-03-22T10:17:52,S2-N2,95,Litter,Sclerolaena ventricosa,FALSE,Chenopodiaceae,Chenopod,0.07,Sclerolaena,ventricosa,Species,S2-N2 95,,
NSABHC0011,NSABHC0011-24022,2024-03-22T10:17:52,S2-N2,96,Rock,NA,,,,,NA,NA,NA,S2-N2 96,,
NSABHC0011,NSABHC0011-24022,2024-03-22T10:17:52,S2-N2,97,Rock,NA,,,,,NA,NA,NA,S2-N2 97,,
NSABHC0011,NSABHC0011-24022,2024-03-22T10:17:52,S2-N2,98,Rock,NA,,,,,NA,NA,NA,S2-N2 98,,
NSABHC0011,NSABHC0011-24022,2024-03-22T10:17:52,S2-N2,99,Rock,NA,,,,,NA,NA,NA,S2-N2 99,,
NSABHC0011,NSABHC0011-24022,2024-03-22T10:17:52,S2-N2,100,Rock,NA,,,,,NA,NA,NA,S2-N2 100,,
NSABHC0011,NSABHC0011-24022,2024-03-22T10:17:52,S3-N3,0,Rock,NA,,,,,NA,NA,NA,S3-N3 0,,
NSABHC0011,NSABHC0011-24022,2024-03-22T10:17:52,S3-N3,1,Rock,Sclerolaena divaricata,TRUE,Chenopodiaceae,Chenopod,0.14,Sclerolaena,divaricata,Species,S3-N3 1,,
NSABHC0011,NSABHC0011-24022,2024-03-22T10:17:52,S3-N3,2,Litter,Sclerolaena divaricata,TRUE,Chenopodiaceae,Chenopod,0.05,Sclerolaena,divaricata,Species,S3-N3 2,,
NSABHC0011,NSABHC0011-24022,2024-03-22T10:17:52,S3-N3,3,Litter,NA,,,,,NA,NA,NA,S3-N3 3,,
NSABHC0011,NSABHC0011-24022,2024-03-22T10:17:52,S3-N3,4,Rock,NA,,,,,NA,NA,NA,S3-N3 4,,
NSABHC0011,NSABHC0011-24022,2024-03-22T10:17:52,S3-N3,5,Rock,NA,,,,,NA,NA,NA,S3-N3 5,,
NSABHC0011,NSABHC0011-24022,2024-03-22T10:17:52,S3-N3,6,Rock,NA,,,,,NA,NA,NA,S3-N3 6,,
NSABHC0011,NSABHC0011-24022,2024-03-22T10:17:52,S3-N3,7,Rock,NA,,,,,NA,NA,NA,S3-N3 7,,
NSABHC0011,NSABHC0011-24022,2024-03-22T10:17:52,S3-N3,8,Rock,NA,,,,,NA,NA,NA,S3-N3 8,,
NSABHC0011,NSABHC0011-24022,2024-03-22T10:17:52,S3-N3,9,Rock,NA,,,,,NA,NA,NA,S3-N3 9,,
NSABHC0011,NSABHC0011-24022,2024-03-22T10:17:52,S3-N3,10,Rock,NA,,,,,NA,NA,NA,S3-N3 10,,
NSABHC0011,NSABHC0011-24022,2024-03-22T10:17:52,S3-N3,11,Rock,Sclerolaena brachyptera,FALSE,Chenopodiaceae,Chenopod,0.02,Sclerolaena,brachyptera,Species,S3-N3 11,,
NSABHC0011,NSABHC0011-24022,2024-03-22T10:17:52,S3-N3,12,Litter,Sclerolaena divaricata,FALSE,Chenopodiaceae,Chenopod,0.3,Sclerolaena,divaricata,Species,S3-N3 12,,
NSABHC0011,NSABHC0011-24022,2024-03-22T10:17:52,S3-N3,13,Litter,NA,,,,,NA,NA,NA,S3-N3 13,,
NSABHC0011,NSABHC0011-24022,2024-03-22T10:17:52,S3-N3,14,Rock,NA,,,,,NA,NA,NA,S3-N3 14,,
NSABHC0011,NSABHC0011-24022,2024-03-22T10:17:52,S3-N3,15,Rock,NA,,,,,NA,NA,NA,S3-N3 15,,
NSABHC0011,NSABHC0011-24022,2024-03-22T10:17:52,S3-N3,16,Rock,NA,,,,,NA,NA,NA,S3-N3 16,,
NSABHC0011,NSABHC0011-24022,2024-03-22T10:17:52,S3-N3,17,Bare,Abutilon malvifolium,FALSE,Malvaceae,Forb,0.12,Abutilon,malvifolium,Species,S3-N3 17,,
NSABHC0011,NSABHC0011-24022,2024-03-22T10:17:52,S3-N3,18,Litter,Sclerolaena divaricata,FALSE,Chenopodiaceae,Chenopod,0.26,Sclerolaena,divaricata,Species,S3-N3 18,,
NSABHC0011,NSABHC0011-24022,2024-03-22T10:17:52,S3-N3,19,Litter,NA,,,,,NA,NA,NA,S3-N3 19,,
NSABHC0011,NSABHC0011-24022,2024-03-22T10:17:52,S3-N3,20,Rock,NA,,,,,NA,NA,NA,S3-N3 20,,
NSABHC0011,NSABHC0011-24022,2024-03-22T10:17:52,S3-N3,21,Bare,NA,,,,,NA,NA,NA,S3-N3 21,,
NSABHC0011,NSABHC0011-24022,2024-03-22T10:17:52,S3-N3,22,Litter,Sclerolaena ventricosa,FALSE,Chenopodiaceae,Chenopod,0.08,Sclerolaena,ventricosa,Species,S3-N3 22,,
NSABHC0011,NSABHC0011-24022,2024-03-22T10:17:52,S3-N3,23,Litter,Sclerolaena divaricata,TRUE,Chenopodiaceae,Chenopod,0.06,Sclerolaena,divaricata,Species,S3-N3 23,,
NSABHC0011,NSABHC0011-24022,2024-03-22T10:17:52,S3-N3,24,Rock,NA,,,,,NA,NA,NA,S3-N3 24,,
NSABHC0011,NSABHC0011-24022,2024-03-22T10:17:52,S3-N3,25,Rock,NA,,,,,NA,NA,NA,S3-N3 25,,
NSABHC0011,NSABHC0011-24022,2024-03-22T10:17:52,S3-N3,26,Rock,NA,,,,,NA,NA,NA,S3-N3 26,,
NSABHC0011,NSABHC0011-24022,2024-03-22T10:17:52,S3-N3,27,Rock,Sclerolaena eriacantha,FALSE,Chenopodiaceae,Chenopod,0.05,Sclerolaena,eriacantha,Species,S3-N3 27,,
NSABHC0011,NSABHC0011-24022,2024-03-22T10:17:52,S3-N3,28,Rock,NA,,,,,NA,NA,NA,S3-N3 28,,
NSABHC0011,NSABHC0011-24022,2024-03-22T10:17:52,S3-N3,29,Rock,NA,,,,,NA,NA,NA,S3-N3 29,,
NSABHC0011,NSABHC0011-24022,2024-03-22T10:17:52,S3-N3,30,Rock,NA,,,,,NA,NA,NA,S3-N3 30,,
NSABHC0011,NSABHC0011-24022,2024-03-22T10:17:52,S3-N3,31,Bare,NA,,,,,NA,NA,NA,S3-N3 31,,
NSABHC0011,NSABHC0011-24022,2024-03-22T10:17:52,S3-N3,32,Litter,Sclerolaena ventricosa,TRUE,Chenopodiaceae,Chenopod,0.1,Sclerolaena,ventricosa,Species,S3-N3 32,,
NSABHC0011,NSABHC0011-24022,2024-03-22T10:17:52,S3-N3,32,Litter,Sclerolaena eriacantha,FALSE,Chenopodiaceae,Chenopod,0.04,Sclerolaena,eriacantha,Species,S3-N3 32,,
NSABHC0011,NSABHC0011-24022,2024-03-22T10:17:52,S3-N3,33,Litter,Sclerolaena divaricata,FALSE,Chenopodiaceae,Chenopod,0.36,Sclerolaena,divaricata,Species,S3-N3 33,,
NSABHC0011,NSABHC0011-24022,2024-03-22T10:17:52,S3-N3,34,Litter,Sclerolaena divaricata,FALSE,Chenopodiaceae,Chenopod,0.24,Sclerolaena,divaricata,Species,S3-N3 34,,
NSABHC0011,NSABHC0011-24022,2024-03-22T10:17:52,S3-N3,35,Litter,Sclerolaena ventricosa,TRUE,Chenopodiaceae,Chenopod,0.13,Sclerolaena,ventricosa,Species,S3-N3 35,,
NSABHC0011,NSABHC0011-24022,2024-03-22T10:17:52,S3-N3,36,Litter,Sclerolaena divaricata,FALSE,Chenopodiaceae,Chenopod,0.16,Sclerolaena,divaricata,Species,S3-N3 36,,
NSABHC0011,NSABHC0011-24022,2024-03-22T10:17:52,S3-N3,37,Litter,Sclerolaena ventricosa,TRUE,Chenopodiaceae,Chenopod,0.25,Sclerolaena,ventricosa,Species,S3-N3 37,,
NSABHC0011,NSABHC0011-24022,2024-03-22T10:17:52,S3-N3,38,Rock,NA,,,,,NA,NA,NA,S3-N3 38,,
NSABHC0011,NSABHC0011-24022,2024-03-22T10:17:52,S3-N3,39,Bare,NA,,,,,NA,NA,NA,S3-N3 39,,
NSABHC0011,NSABHC0011-24022,2024-03-22T10:17:52,S3-N3,40,Litter,NA,,,,,NA,NA,NA,S3-N3 40,,
NSABHC0011,NSABHC0011-24022,2024-03-22T10:17:52,S3-N3,41,Litter,Sclerolaena eriacantha,FALSE,Chenopodiaceae,Chenopod,0.09,Sclerolaena,eriacantha,Species,S3-N3 41,,
NSABHC0011,NSABHC0011-24022,2024-03-22T10:17:52,S3-N3,42,Litter,Sclerolaena ventricosa,TRUE,Chenopodiaceae,Chenopod,0.1,Sclerolaena,ventricosa,Species,S3-N3 42,,
NSABHC0011,NSABHC0011-24022,2024-03-22T10:17:52,S3-N3,43,Rock,NA,,,,,NA,NA,NA,S3-N3 43,,
NSABHC0011,NSABHC0011-24022,2024-03-22T10:17:52,S3-N3,44,Rock,Sclerolaena ventricosa,FALSE,Chenopodiaceae,Chenopod,0.05,Sclerolaena,ventricosa,Species,S3-N3 44,,
NSABHC0011,NSABHC0011-24022,2024-03-22T10:17:52,S3-N3,45,Rock,NA,,,,,NA,NA,NA,S3-N3 45,,
NSABHC0011,NSABHC0011-24022,2024-03-22T10:17:52,S3-N3,46,Rock,Sclerolaena brachyptera,FALSE,Chenopodiaceae,Chenopod,0.02,Sclerolaena,brachyptera,Species,S3-N3 46,,
NSABHC0011,NSABHC0011-24022,2024-03-22T10:17:52,S3-N3,47,Litter,NA,,,,,NA,NA,NA,S3-N3 47,,
NSABHC0011,NSABHC0011-24022,2024-03-22T10:17:52,S3-N3,48,Litter,NA,,,,,NA,NA,NA,S3-N3 48,,
NSABHC0011,NSABHC0011-24022,2024-03-22T10:17:52,S3-N3,49,Litter,NA,,,,,NA,NA,NA,S3-N3 49,,
NSABHC0011,NSABHC0011-24022,2024-03-22T10:17:52,S3-N3,50,Rock,Sporobolus actinocladus,TRUE,Poaceae,Grass,0.07,Sporobolus,actinocladus,Species,S3-N3 50,,
NSABHC0011,NSABHC0011-24022,2024-03-22T10:17:52,S3-N3,51,Rock,NA,,,,,NA,NA,NA,S3-N3 51,,
NSABHC0011,NSABHC0011-24022,2024-03-22T10:17:52,S3-N3,52,Rock,NA,,,,,NA,NA,NA,S3-N3 52,,
NSABHC0011,NSABHC0011-24022,2024-03-22T10:17:52,S3-N3,53,Rock,Sporobolus actinocladus,TRUE,Poaceae,Grass,0.14,Sporobolus,actinocladus,Species,S3-N3 53,,
NSABHC0011,NSABHC0011-24022,2024-03-22T10:17:52,S3-N3,54,Rock,Tribulus terrestris ,FALSE,Zygophyllaceae,Forb,0.02,Tribulus,terrestris ,Species,S3-N3 54,,
NSABHC0011,NSABHC0011-24022,2024-03-22T10:17:52,S3-N3,55,Litter,Sclerolaena ventricosa,TRUE,Chenopodiaceae,Chenopod,0.24,Sclerolaena,ventricosa,Species,S3-N3 55,,
NSABHC0011,NSABHC0011-24022,2024-03-22T10:17:52,S3-N3,56,Rock,Sclerolaena brachyptera,FALSE,Chenopodiaceae,Chenopod,0.03,Sclerolaena,brachyptera,Species,S3-N3 56,,
NSABHC0011,NSABHC0011-24022,2024-03-22T10:17:52,S3-N3,57,Rock,NA,,,,,NA,NA,NA,S3-N3 57,,
NSABHC0011,NSABHC0011-24022,2024-03-22T10:17:52,S3-N3,58,Rock,NA,,,,,NA,NA,NA,S3-N3 58,,
NSABHC0011,NSABHC0011-24022,2024-03-22T10:17:52,S3-N3,59,Rock,NA,,,,,NA,NA,NA,S3-N3 59,,
NSABHC0011,NSABHC0011-24022,2024-03-22T10:17:52,S3-N3,60,Rock,NA,,,,,NA,NA,NA,S3-N3 60,,
NSABHC0011,NSABHC0011-24022,2024-03-22T10:17:52,S3-N3,61,Rock,Sclerolaena ventricosa,FALSE,Chenopodiaceae,Chenopod,0.08,Sclerolaena,ventricosa,Species,S3-N3 61,,
NSABHC0011,NSABHC0011-24022,2024-03-22T10:17:52,S3-N3,62,Litter,Dactyloctenium radulans,TRUE,Poaceae,Grass,0.06,Dactyloctenium,radulans,Species,S3-N3 62,,
NSABHC0011,NSABHC0011-24022,2024-03-22T10:17:52,S3-N3,63,Rock,NA,,,,,NA,NA,NA,S3-N3 63,,
NSABHC0011,NSABHC0011-24022,2024-03-22T10:17:52,S3-N3,64,Rock,NA,,,,,NA,NA,NA,S3-N3 64,,
NSABHC0011,NSABHC0011-24022,2024-03-22T10:17:52,S3-N3,65,Rock,Sclerolaena brachyptera,FALSE,Chenopodiaceae,Chenopod,0.01,Sclerolaena,brachyptera,Species,S3-N3 65,,
NSABHC0011,NSABHC0011-24022,2024-03-22T10:17:52,S3-N3,66,Rock,Sclerolaena brachyptera,FALSE,Chenopodiaceae,Chenopod,0.02,Sclerolaena,brachyptera,Species,S3-N3 66,,
NSABHC0011,NSABHC0011-24022,2024-03-22T10:17:52,S3-N3,67,Rock,NA,,,,,NA,NA,NA,S3-N3 67,,
NSABHC0011,NSABHC0011-24022,2024-03-22T10:17:52,S3-N3,68,Litter,NA,,,,,NA,NA,NA,S3-N3 68,,
NSABHC0011,NSABHC0011-24022,2024-03-22T10:17:52,S3-N3,69,Litter,Sclerolaena ventricosa,TRUE,Chenopodiaceae,Chenopod,0.15,Sclerolaena,ventricosa,Species,S3-N3 69,,
NSABHC0011,NSABHC0011-24022,2024-03-22T10:17:52,S3-N3,70,Litter,NA,,,,,NA,NA,NA,S3-N3 70,,
NSABHC0011,NSABHC0011-24022,2024-03-22T10:17:52,S3-N3,71,Litter,NA,,,,,NA,NA,NA,S3-N3 71,,
NSABHC0011,NSABHC0011-24022,2024-03-22T10:17:52,S3-N3,72,Rock,Enneapogon,TRUE,Poaceae,Grass,0.09,Enneapogon,NA,Genus,S3-N3 72,,
NSABHC0011,NSABHC0011-24022,2024-03-22T10:17:52,S3-N3,73,Rock,Sporobolus actinocladus,TRUE,Poaceae,Grass,0.05,Sporobolus,actinocladus,Species,S3-N3 73,,
NSABHC0011,NSABHC0011-24022,2024-03-22T10:17:52,S3-N3,74,Bare,Sclerolaena brachyptera,FALSE,Chenopodiaceae,Chenopod,0.03,Sclerolaena,brachyptera,Species,S3-N3 74,,
NSABHC0011,NSABHC0011-24022,2024-03-22T10:17:52,S3-N3,75,Litter,Sclerolaena divaricata,FALSE,Chenopodiaceae,Chenopod,0.23,Sclerolaena,divaricata,Species,S3-N3 75,,
NSABHC0011,NSABHC0011-24022,2024-03-22T10:17:52,S3-N3,76,Litter,Sida fibulifera,FALSE,Malvaceae,Forb,0.03,Sida,fibulifera,Species,S3-N3 76,,
NSABHC0011,NSABHC0011-24022,2024-03-22T10:17:52,S3-N3,77,Litter,Dactyloctenium radulans,TRUE,Poaceae,Grass,0.07,Dactyloctenium,radulans,Species,S3-N3 77,,
NSABHC0011,NSABHC0011-24022,2024-03-22T10:17:52,S3-N3,78,Litter,Mini eragrostis déjà vu,TRUE,Poaceae,Grass,0.13,Mini,eragrostis déjà vu,Species,S3-N3 78,,
NSABHC0011,NSABHC0011-24022,2024-03-22T10:17:52,S3-N3,79,Rock,Mini eragrostis déjà vu,TRUE,Poaceae,Grass,0.08,Mini,eragrostis déjà vu,Species,S3-N3 79,3110,3119
NSABHC0011,NSABHC0011-24022,2024-03-22T10:17:52,S3-N3,80,Rock,Sporobolus actinocladus,TRUE,Poaceae,Grass,0.27,Sporobolus,actinocladus,Species,S3-N3 80,,
NSABHC0011,NSABHC0011-24022,2024-03-22T10:17:52,S3-N3,81,Rock,NA,,,,,NA,NA,NA,S3-N3 81,,
NSABHC0011,NSABHC0011-24022,2024-03-22T10:17:52,S3-N3,82,Rock,NA,,,,,NA,NA,NA,S3-N3 82,,
NSABHC0011,NSABHC0011-24022,2024-03-22T10:17:52,S3-N3,83,Rock,NA,,,,,NA,NA,NA,S3-N3 83,,
NSABHC0011,NSABHC0011-24022,2024-03-22T10:17:52,S3-N3,84,Rock,NA,,,,,NA,NA,NA,S3-N3 84,,
NSABHC0011,NSABHC0011-24022,2024-03-22T10:17:52,S3-N3,85,Rock,NA,,,,,NA,NA,NA,S3-N3 85,,
NSABHC0011,NSABHC0011-24022,2024-03-22T10:17:52,S3-N3,86,Rock,NA,,,,,NA,NA,NA,S3-N3 86,,
NSABHC0011,NSABHC0011-24022,2024-03-22T10:17:52,S3-N3,87,Rock,NA,,,,,NA,NA,NA,S3-N3 87,,
NSABHC0011,NSABHC0011-24022,2024-03-22T10:17:52,S3-N3,88,Rock,NA,,,,,NA,NA,NA,S3-N3 88,,
NSABHC0011,NSABHC0011-24022,2024-03-22T10:17:52,S3-N3,89,Rock,Sclerolaena brachyptera,FALSE,Chenopodiaceae,Chenopod,0.03,Sclerolaena,brachyptera,Species,S3-N3 89,,
NSABHC0011,NSABHC0011-24022,2024-03-22T10:17:52,S3-N3,90,Rock,NA,,,,,NA,NA,NA,S3-N3 90,,
NSABHC0011,NSABHC0011-24022,2024-03-22T10:17:52,S3-N3,91,Rock,NA,,,,,NA,NA,NA,S3-N3 91,,
NSABHC0011,NSABHC0011-24022,2024-03-22T10:17:52,S3-N3,92,Rock,NA,,,,,NA,NA,NA,S3-N3 92,,
NSABHC0011,NSABHC0011-24022,2024-03-22T10:17:52,S3-N3,93,Rock,NA,,,,,NA,NA,NA,S3-N3 93,,
NSABHC0011,NSABHC0011-24022,2024-03-22T10:17:52,S3-N3,94,Rock,NA,,,,,NA,NA,NA,S3-N3 94,,
NSABHC0011,NSABHC0011-24022,2024-03-22T10:17:52,S3-N3,95,Rock,NA,,,,,NA,NA,NA,S3-N3 95,,
NSABHC0011,NSABHC0011-24022,2024-03-22T10:17:52,S3-N3,96,Litter,Sclerolaena ventricosa,TRUE,Chenopodiaceae,Chenopod,0.05,Sclerolaena,ventricosa,Species,S3-N3 96,,
NSABHC0011,NSABHC0011-24022,2024-03-22T10:17:52,S3-N3,97,Litter,Sclerolaena divaricata,TRUE,Chenopodiaceae,Chenopod,0.33,Sclerolaena,divaricata,Species,S3-N3 97,,
NSABHC0011,NSABHC0011-24022,2024-03-22T10:17:52,S3-N3,98,Litter,Sclerolaena longicuspis,TRUE,Chenopodiaceae,Chenopod,0.13,Sclerolaena,longicuspis,Species,S3-N3 98,,
NSABHC0011,NSABHC0011-24022,2024-03-22T10:17:52,S3-N3,99,Litter,Sida fibulifera,FALSE,Malvaceae,Forb,0.2,Sida,fibulifera,Species,S3-N3 99,,
NSABHC0011,NSABHC0011-24022,2024-03-22T10:17:52,S3-N3,100,Litter,NA,,,,,NA,NA,NA,S3-N3 100,,
NSABHC0011,NSABHC0011-24022,2024-03-22T10:17:52,S4-N4,0,Rock,Dactyloctenium radulans,TRUE,Poaceae,Grass,0.04,Dactyloctenium,radulans,Species,S4-N4 0,,
NSABHC0011,NSABHC0011-24022,2024-03-22T10:17:52,S4-N4,1,Rock,Abutilon malvifolium,,,,,Abutilon,malvifolium,Species,S4-N4 1,,
NSABHC0011,NSABHC0011-24022,2024-03-22T10:17:52,S4-N4,2,Litter,Sclerolaena eriacantha,FALSE,Chenopodiaceae,Chenopod,0.04,Sclerolaena,eriacantha,Species,S4-N4 2,,
NSABHC0011,NSABHC0011-24022,2024-03-22T10:17:52,S4-N4,3,Rock,Sporobolus actinocladus,TRUE,Poaceae,Grass,0.07,Sporobolus,actinocladus,Species,S4-N4 3,,
NSABHC0011,NSABHC0011-24022,2024-03-22T10:17:52,S4-N4,4,Litter,NA,,,,,NA,NA,NA,S4-N4 4,,
NSABHC0011,NSABHC0011-24022,2024-03-22T10:17:52,S4-N4,5,Litter,NA,,,,,NA,NA,NA,S4-N4 5,,
NSABHC0011,NSABHC0011-24022,2024-03-22T10:17:52,S4-N4,6,Bare,NA,,,,,NA,NA,NA,S4-N4 6,,
NSABHC0011,NSABHC0011-24022,2024-03-22T10:17:52,S4-N4,7,Litter,Sclerolaena divaricata,TRUE,Chenopodiaceae,Chenopod,0.05,Sclerolaena,divaricata,Species,S4-N4 7,,
NSABHC0011,NSABHC0011-24022,2024-03-22T10:17:52,S4-N4,8,Bare,NA,,,,,NA,NA,NA,S4-N4 8,,
NSABHC0011,NSABHC0011-24022,2024-03-22T10:17:52,S4-N4,9,Rock,NA,,,,,NA,NA,NA,S4-N4 9,,
NSABHC0011,NSABHC0011-24022,2024-03-22T10:17:52,S4-N4,10,Rock,NA,,,,,NA,NA,NA,S4-N4 10,,
NSABHC0011,NSABHC0011-24022,2024-03-22T10:17:52,S4-N4,11,Rock,NA,,,,,NA,NA,NA,S4-N4 11,,
NSABHC0011,NSABHC0011-24022,2024-03-22T10:17:52,S4-N4,12,Rock,NA,,,,,NA,NA,NA,S4-N4 12,,
NSABHC0011,NSABHC0011-24022,2024-03-22T10:17:52,S4-N4,13,Rock,NA,,,,,NA,NA,NA,S4-N4 13,,
NSABHC0011,NSABHC0011-24022,2024-03-22T10:17:52,S4-N4,14,Rock,NA,,,,,NA,NA,NA,S4-N4 14,,
NSABHC0011,NSABHC0011-24022,2024-03-22T10:17:52,S4-N4,15,Litter,NA,,,,,NA,NA,NA,S4-N4 15,,
NSABHC0011,NSABHC0011-24022,2024-03-22T10:17:52,S4-N4,16,Litter,Sclerolaena divaricata,FALSE,Chenopodiaceae,Chenopod,0.15,Sclerolaena,divaricata,Species,S4-N4 16,,
NSABHC0011,NSABHC0011-24022,2024-03-22T10:17:52,S4-N4,16,Litter,Sclerolaena brachyptera,FALSE,Chenopodiaceae,Chenopod,0.06,Sclerolaena,brachyptera,Species,S4-N4 16,,
NSABHC0011,NSABHC0011-24022,2024-03-22T10:17:52,S4-N4,17,Litter,NA,,,,,NA,NA,NA,S4-N4 17,,
NSABHC0011,NSABHC0011-24022,2024-03-22T10:17:52,S4-N4,18,Litter,NA,,,,,NA,NA,NA,S4-N4 18,,
NSABHC0011,NSABHC0011-24022,2024-03-22T10:17:52,S4-N4,19,Bare,NA,,,,,NA,NA,NA,S4-N4 19,,
NSABHC0011,NSABHC0011-24022,2024-03-22T10:17:52,S4-N4,20,Rock,NA,,,,,NA,NA,NA,S4-N4 20,,
NSABHC0011,NSABHC0011-24022,2024-03-22T10:17:52,S4-N4,21,Litter,NA,,,,,NA,NA,NA,S4-N4 21,,
NSABHC0011,NSABHC0011-24022,2024-03-22T10:17:52,S4-N4,22,Rock,Sporobolus actinocladus,FALSE,Poaceae,Grass,0.14,Sporobolus,actinocladus,Species,S4-N4 22,,
NSABHC0011,NSABHC0011-24022,2024-03-22T10:17:52,S4-N4,23,Bare,Sclerolaena brachyptera,FALSE,Chenopodiaceae,Chenopod,0.01,Sclerolaena,brachyptera,Species,S4-N4 23,,
NSABHC0011,NSABHC0011-24022,2024-03-22T10:17:52,S4-N4,24,Litter,Sclerolaena brachyptera,FALSE,Chenopodiaceae,Chenopod,0.06,Sclerolaena,brachyptera,Species,S4-N4 24,,
NSABHC0011,NSABHC0011-24022,2024-03-22T10:17:52,S4-N4,25,Bare,NA,,,,,NA,NA,NA,S4-N4 25,,
NSABHC0011,NSABHC0011-24022,2024-03-22T10:17:52,S4-N4,26,Litter,Sclerolaena divaricata,TRUE,Chenopodiaceae,Chenopod,0.26,Sclerolaena,divaricata,Species,S4-N4 26,,
NSABHC0011,NSABHC0011-24022,2024-03-22T10:17:52,S4-N4,27,Litter,Sclerolaena divaricata,TRUE,Chenopodiaceae,Chenopod,0.26,Sclerolaena,divaricata,Species,S4-N4 27,,
NSABHC0011,NSABHC0011-24022,2024-03-22T10:17:52,S4-N4,28,Bare,NA,,,,,NA,NA,NA,S4-N4 28,,
NSABHC0011,NSABHC0011-24022,2024-03-22T10:17:52,S4-N4,29,Bare,Sclerolaena brachyptera,FALSE,Chenopodiaceae,Chenopod,0.01,Sclerolaena,brachyptera,Species,S4-N4 29,,
NSABHC0011,NSABHC0011-24022,2024-03-22T10:17:52,S4-N4,30,Rock,NA,,,,,NA,NA,NA,S4-N4 30,,
NSABHC0011,NSABHC0011-24022,2024-03-22T10:17:52,S4-N4,31,Rock,NA,,,,,NA,NA,NA,S4-N4 31,,
NSABHC0011,NSABHC0011-24022,2024-03-22T10:17:52,S4-N4,32,Rock,Sclerolaena brachyptera,FALSE,Chenopodiaceae,Chenopod,0.03,Sclerolaena,brachyptera,Species,S4-N4 32,,
NSABHC0011,NSABHC0011-24022,2024-03-22T10:17:52,S4-N4,33,Litter,NA,,,,,NA,NA,NA,S4-N4 33,,
NSABHC0011,NSABHC0011-24022,2024-03-22T10:17:52,S4-N4,34,Litter,Sclerolaena divaricata,TRUE,Chenopodiaceae,Chenopod,0.27,Sclerolaena,divaricata,Species,S4-N4 34,,
